tick,timestamp,cenario,controlador,msgs_processadas_intervalo,msgs_por_segundo,target_atual,erro_absoluto,erro_relativo,dentro_banda,fila_broker,prefetch_count,decisao,ticks_desde_mudanca_target,prefetch_aplicado
330,1780320734.309,mudanca_target,random_forest,4234,141.1333,140,1.1332999999999913,0.008095,1,1642033,7,0,44,0
331,1780320764.41,mudanca_target,random_forest,4248,141.6,140,1.5999999999999943,0.011429,1,1646539,7,0,45,0
332,1780320794.516,mudanca_target,random_forest,4239,141.3,140,1.3000000000000114,0.009286,1,1651011,7,0,46,0
333,1780320824.622,mudanca_target,random_forest,4232,141.0667,140,1.0666999999999973,0.007619,1,1655576,7,0,47,0
334,1780320854.724,mudanca_target,random_forest,4227,140.9,140,0.9000000000000057,0.006429,1,1660048,7,0,48,0
335,1780320884.837,mudanca_target,random_forest,4246,141.5333,140,1.533299999999997,0.010952,1,1664634,7,0,49,0
336,1780320914.943,mudanca_target,random_forest,4218,140.6,140,0.5999999999999943,0.004286,1,1669117,7,0,50,0
337,1780320945.058,mudanca_target,random_forest,4247,141.5667,140,1.5666999999999973,0.011191,1,1673670,7,0,51,0
338,1780320975.181,mudanca_target,random_forest,4219,140.6333,140,0.6332999999999913,0.004524,1,1678123,7,0,52,0
339,1780321005.297,mudanca_target,random_forest,4235,141.1667,140,1.1666999999999916,0.008334,1,1682737,7,0,53,0
340,1780321035.406,mudanca_target,random_forest,4193,139.7667,140,0.23330000000001405,-0.001666,1,1687341,7,0,54,0
341,1780321065.518,mudanca_target,random_forest,4236,141.2,140,1.1999999999999886,0.008571,1,1691927,7,0,55,0
342,1780321095.635,mudanca_target,random_forest,4177,139.2333,140,0.766699999999986,-0.005476,1,1696543,7,0,56,0
343,1780321125.756,mudanca_target,random_forest,4239,141.3,140,1.3000000000000114,0.009286,1,1701157,7,0,57,0
344,1780321155.877,mudanca_target,random_forest,4220,140.6667,140,0.6666999999999916,0.004762,1,1705724,7,0,58,0
345,1780321185.996,mudanca_target,random_forest,4227,140.9,140,0.9000000000000057,0.006429,1,1710315,7,0,59,0
346,1780321216.122,mudanca_target,random_forest,4168,138.9333,140,1.0666999999999973,-0.007619,1,1714840,7,0,60,0
347,1780321246.254,mudanca_target,random_forest,4245,141.5,140,1.5,0.010714,1,1719440,7,0,61,0
348,1780321276.366,mudanca_target,random_forest,4247,141.5667,140,1.5666999999999973,0.011191,1,1723931,7,0,62,0
349,1780321306.469,mudanca_target,random_forest,4237,141.2333,140,1.233300000000014,0.008809,1,1728522,7,0,63,0
350,1780321336.584,mudanca_target,random_forest,4233,141.1,140,1.0999999999999943,0.007857,1,1732964,7,0,64,0
351,1780321366.712,mudanca_target,random_forest,4213,140.4333,140,0.4333000000000027,0.003095,1,1737561,7,0,65,0
352,1780321396.827,mudanca_target,random_forest,4249,141.6333,140,1.6332999999999913,0.011666,1,1742035,7,0,66,0
353,1780321426.929,mudanca_target,random_forest,4237,141.2333,140,1.233300000000014,0.008809,1,1746620,7,0,67,0
354,1780321457.027,mudanca_target,random_forest,4206,140.2,140,0.19999999999998863,0.001429,1,1751045,7,0,68,0
355,1780321487.157,mudanca_target,random_forest,4254,141.8,140,1.8000000000000114,0.012857,1,1755591,7,0,69,0
356,1780321517.265,mudanca_target,random_forest,4185,139.5,140,0.5,-0.003571,1,1760090,7,0,70,0
357,1780321547.391,mudanca_target,random_forest,4252,141.7333,140,1.733300000000014,0.012381,1,1765350,7,0,71,0
