150,52.0376400001,71.4204797538,97.9,88.1,0.0,178.35,10,0,900
596,2.4705218121,44.1523889867,0.0,84.7,0.0,68.6,2,1,900
456,7.7328135965,49.0215750384,99.9,85.1,74.6,103.27,3,1,900
287,12.9786724739,53.8678424973,99.9,84.9,75.2,135.97,4,1,900
565,17.1506495575,57.3238026328,100.0,84.2,49.1,156.92,5,1,900
635,21.7086,61.5173371724,99.9,83.1,36.8,168.91,6,1,900
640,26.49133125,65.8881215662,99.9,82.9,27.6,177.58,7,1,900
665,31.3811097744,70.2718310847,99.9,81.5,37.1,187.82,8,1,900
655,36.5842351145,75.1098300919,99.9,81.5,36.3,199.39,9,1,900
640,41.342428125,79.4975895219,99.9,81.1,38.5,210.22,10,1,900
640,46.074509375,82.2508111324,99.8,81.5,33.0,221.46,11,1,900
600,50.9441433333,83.693201164,99.5,81.7,40.4,231.0,12,1,900
640,55.5980046875,87.9287592813,99.8,81.9,35.5,241.05,13,1,900
640,60.285034375,92.3021518558,99.4,81.5,32.6,251.88,14,1,900
662,65.0554803625,96.6451618142,99.2,81.8,42.0,263.77,15,1,900
662,70.4633293051,101.7083352433,99.6,81.7,48.8,277.96,16,1,900
640,75.2564265625,106.1918603193,99.0,82.2,40.2,289.95,17,1,900
640,79.914921875,110.4800916389,99.7,82.4,32.4,297.9,18,1,900
640,84.6069953125,114.4025314752,100.0,83.0,27.0,303.08,19,1,900
643,89.417696734,118.6743999358,100.0,75.0,39.7,312.61,20,1,900
650,94.8455230769,123.2618902606,99.6,75.7,43.6,326.67,21,1,900
653,99.3502649311,127.4824039012,99.8,75.7,31.6,334.08,22,1,900
633,103.0071484992,131.694295786,99.9,76.6,16.8,336.71,22,0,900
640,107.9304109375,135.6648767766,99.6,77.3,1.2,336.71,22,0,900
1391,2.0715140187,80.8263460632,0.0,77.0,0.0,63.41,2,1,3000
883,7.140220838,85.03898548,100.0,76.0,70.0,97.42,3,1,3000
732,12.2940437158,88.8684724416,100.0,76.2,80.8,136.48,4,1,3000
1838,15.748460827,88.0654596133,99.9,74.8,41.5,146.54,5,1,3000
1760,20.1032772727,90.1259132346,99.9,74.6,44.9,156.12,6,1,3000
1840,24.4425826087,91.6037771847,99.7,74.4,41.4,166.36,7,1,3000
1720,28.8601534884,94.4406826222,99.9,74.8,46.3,175.12,8,1,3000
1840,33.0203005435,97.3641372306,99.3,74.7,47.7,185.34,9,1,3000
1680,35.9722125,100.6750321595,99.3,75.1,44.1,194.0,10,1,3000
1846,40.6507470206,104.0148402735,99.6,74.8,43.0,202.63,11,1,3000
1858,45.4263057051,100.4381835121,99.5,75.3,43.8,210.71,12,1,3000
1261,1.8833647899,57.7724196204,0.0,94.7,0.0,54.79,2,1,3000
46,4.8063695652,65.2829850497,100.0,94.1,30.8,63.57,3,1,3000
80,11.1572625001,70.6176466346,99.9,95.7,56.1,86.77,4,1,3000
40,19.8130000001,85.122233814,100.0,95.4,47.4,106.68,5,1,3000
899,32.6643692992,87.6113739955,100.0,95.5,59.7,138.09,6,1,3000
1068,37.5561657304,91.6837339325,99.9,95.3,54.2,174.57,7,1,3000
829,42.1562931242,96.1231710704,99.9,94.9,61.8,213.38,8,1,3000
1128,46.8165345745,100.8605448766,100.0,95.8,71.2,260.71,9,1,3000
1654,51.0625374848,105.2293087071,100.0,96.0,18.3,263.49,10,1,3000
1735,54.6683850144,109.6775527329,99.9,96.2,15.4,263.5,11,1,3000
1381,55.3589536568,114.6944911088,100.0,96.4,5.3,263.62,12,1,3000
1800,39.5692422222,119.1450729158,100.0,96.2,23.5,263.81,11,-1,1500
1584,42.8370732323,124.113356517,100.0,95.7,12.4,263.78,11,0,1500
1779,47.5140680157,128.4278557504,99.4,93.4,2.2,263.78,11,0,1500
0,0,0,99.9,93.7,4.6,263.79,11,0,1500
0,0,0,77.8,93.6,3.7,262.8,11,0,1500
0,0,0,74.6,93.5,1.2,259.68,11,0,1500
0,0,0,83.4,94.1,5.6,258.78,11,0,1500
0,0,0,100.0,94.2,3.1,258.8,11,0,1500
0,0,0,99.5,94.6,4.4,257.0,11,0,1500
0,0,0,91.1,94.8,1.2,256.25,11,0,1500
0,0,0,76.7,95.0,5.2,256.44,11,0,1500
0,0,0,95.7,95.5,2.2,254.18,11,0,1500
6816,1.3992724472,601.9040453364,0.0,92.7,0.0,50.8,1,-1,3000
753,6.306188579,603.7323149368,90.9,93.6,72.4,83.12,2,1,3000
41,7.9060243903,609.6359597648,90.9,93.5,83.1,108.36,3,1,3000
76,13.0021710527,614.6342254657,92.1,94.4,66.1,146.48,4,1,3000
41,22.3621219514,626.8374483876,86.1,93.5,73.6,187.73,4,0,3000
4094,32.1541660967,627.2263447101,85.2,94.5,83.1,268.81,4,0,3000
4314,32.7024928141,627.5104076456,86.0,93.9,83.6,342.12,4,0,3000
4660,31.9579733906,622.5089873966,90.5,94.3,68.4,395.53,4,0,3000
12135,16.794533663,598.2938966429,81.3,93.8,23.6,389.36,4,0,3000
12551,20.2239393674,575.1317859556,66.1,94.0,19.8,382.29,4,0,3000
128,0.027734375,790.0182031896,0.0,91.5,0.0,25.79,1,0,3000
155,0.0239677419,795.0262337054,100.0,91.0,4.4,26.23,1,0,3000
153,0.0306535948,799.8881550583,99.9,91.4,0.9,25.82,1,0,3000
159,0.028163522,804.7655744897,99.2,91.0,5.0,25.82,1,0,3000
151,0.0274238411,809.6425705382,99.4,90.2,2.8,25.82,1,0,3000
160,0.02685625,814.5565132305,97.3,90.3,4.7,26.29,1,0,3000
110,0.0275727273,819.7158105503,98.9,92.7,2.5,25.88,1,0,3000
159,0.0292830189,824.3632848983,75.9,90.2,1.2,26.3,1,0,3000
155,0.0304322581,829.2815123681,63.7,90.1,2.2,26.31,1,0,3000
159,0.0297987421,834.1576691064,52.6,90.0,2.2,26.31,1,0,3000
150,0.0298933333,839.0847632885,67.0,90.0,0.3,26.31,1,0,3000
285,0.0149719298,975.6249642372,0.0,86.6,0.0,25.84,1,0,3000
317,0.0129211356,980.1688015243,25.0,86.0,1.6,26.32,1,0,3000
295,0.0123491525,984.7502057221,45.8,86.6,10.3,26.32,1,0,3000
303,0.0151023102,989.5246124527,30.9,86.4,2.2,25.93,1,0,3000
